on the brink;an der Kante, kurz davor (zeitlich)
the end justifies the means;der Zweck rechtfertigt die Mittel
viable;realisierbar, möglich, sinnvoll
to deny;abstreiten
sanctimonious;scheinheilig
to bribe;bestechen
